Ticker,ShortName,Sector,Industry,Price
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,230.775
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,141.08
RTX,RTX Corporation,Industrials,Aerospace & Defense,129.42
O,Realty Income Corporation,Real Estate,REIT - Retail,57.08
REG,Regency Centers Corporation,Real Estate,REIT - Retail,72.76
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,608.32
RF,Regions Financial Corporation,Financial Services,Banks - Regional,20.945
RSG,"Republic Services, Inc.",Industrials,Waste Management,250.17
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,238.57
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,94.35
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,253.23
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,56.43
ROP,"Roper Technologies, Inc.",Technology,Software - Application,567.55
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,141.0325
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,226.395
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,503.895
CRM,"Salesforce, Inc.",Technology,Software - Application,274.055
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,240.04
SLB,Schlumberger N.V.,Energy,Oil & Gas Equipment & Services,34.36
STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,91.87
SRE,DBA Sempra,Utilities,Utilities - Diversified,75.675
NOW,"ServiceNow, Inc.",Technology,Software - Application,973.085
SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,359.715
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,160.49
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,66.485
SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,114.33
SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,40.975
SNA,Snap-On Incorporated,Industrials,Tools & Accessories,316.495
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,67.06
SO,Southern Company (The),Utilities,Utilities - Regulated Electric,90.76
LUV,Southwest Airlines Company,Industrials,Airlines,29.6154
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,60.89
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,83.385
STT,State Street Corporation,Financial Services,Asset Management,90.4
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,133.4663
STE,STERIS plc (Ireland),Healthcare,Medical Devices,223.07
SYK,Stryker Corporation,Healthcare,Medical Devices,370.52
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,33.29
SYF,Synchrony Financial,Financial Services,Credit Services,53.72
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,471.775
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,70.57
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,248.095
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,91.19
TTWO,"Take-Two Interactive Software, ",Communication Services,Electronic Gaming & Multimedia,219.45
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,71.64
TRGP,"Targa Resources, Inc.",Energy,Oil & Gas Midstream,161.615
TGT,Target Corporation,Consumer Defensive,Discount Stores,97.215
TEL,TE Connectivity plc,Technology,Electronic Components,149.1
TDY,Teledyne Technologies Incorpora,Technology,Scientific & Technical Instruments,476.695
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,76.1
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,285.6816
TXN,Texas Instruments Incorporated,Technology,Semiconductors,164.69
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,1337.29
TXT,Textron Inc.,Industrials,Aerospace & Defense,71.41
TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,425.7293
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Apparel Retail,128.98
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,164.23
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,50.57
TT,Trane Technologies plc,Industrials,Building Products & Equipment,396.8131
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,1455.075
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,265.23
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,64.08
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,39.345
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,546.415
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,61.08
USB,U.S. Bancorp,Financial Services,Banks - Regional,41.31
UBER,"Uber Technologies, Inc.",Technology,Software - Application,83.8853
UDR,"UDR, Inc.",Real Estate,REIT - Residential,43.78
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,395.355
UNP,Union Pacific Corporation,Industrials,Railroads,217.4
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,73.81
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,97.2
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,658.955
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,398.22
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,177.58
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,116.68
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,65.86
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,94.81
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,282.94
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,294.425
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,43.625
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,Biotechnology,500.43
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,8.63
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,31.595
V,Visa Inc.,Financial Services,Credit Services,347.96
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,138.94
VMC,Vulcan Materials Company (Holdi,Basic Materials,Building Materials,267.13
WRB,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,72.21
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,1059.83
WAB,Westinghouse Air Brake Technolo,Industrials,Railroads,191.36
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,10.9307
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,98.31
DIS,Walt Disney Company (The),Communication Services,Entertainment,92.6369
WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Entertainment,8.555
WM,"Waste Management, Inc.",Industrials,Waste Management,233.925
WAT,Waters Corporation,Healthcare,Diagnostics & Research,348.91
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,108.45
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,73.5299
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,150.15
WST,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,211.13
WDC,Western Digital Corporation,Technology,Computer Hardware,44.81
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,26.02
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,159.04
WMB,"Williams Companies, Inc. (The)",Energy,Oil & Gas Midstream,59.61
WTW,Willis Towers Watson Public Lim,Financial Services,Insurance Brokers,311.025
WDAY,"Workday, Inc.",Technology,Software - Application,249.93
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,82.41
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,70.36
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,124.495
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,147.755
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,253.85
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,101.385
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,157.54
