Ticker,ShortName,Sector,Industry,Price
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,161.4199981689453
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,51.72999954223633
EFX,Equifax,Industrials,Research & Consulting Services,264.4599914550781
EQIX,Equinix,Real Estate,Data Center REITs,875.405029296875
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,71.44999694824219
ERIE,Erie Indemnity,Financials,Insurance Brokers,360.625
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,290.2349853515625
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,58.38999938964844
EG,Everest Group,Financials,Reinsurance,347.6099853515625
EVRG,Evergy,Utilities,Electric Utilities,68.98999786376953
ES,Eversource Energy,Utilities,Electric Utilities,58.79499816894531
EXC,Exelon,Utilities,Electric Utilities,46.439998626708984
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,105.16000366210938
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",159.47500610351562
EXPD,Expeditors International,Industrials,Air Freight & Logistics,112.51499938964844
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,149.07000732421875
XOM,ExxonMobil,Energy,Integrated Oil & Gas,106.21499633789062
FFIV,"F5, Inc.",Information Technology,Communications Equipment,270.5400085449219
FDS,FactSet,Financials,Financial Exchanges & Data,436.0899963378906
FICO,Fair Isaac,Information Technology,Application Software,2041.739990234375
FAST,Fastenal,Industrials,Trading Companies & Distributors,82.16000366210938
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,96.12039947509766
FDX,FedEx,Industrials,Air Freight & Logistics,219.28500366210938
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,78.55000305175781
FITB,Fifth Third Bancorp,Financials,Regional Banks,37.060001373291016
FSLR,First Solar,Information Technology,Semiconductors,129.55999755859375
FE,FirstEnergy,Utilities,Electric Utilities,42.88999938964844
FI,Fiserv,Financials,Transaction & Payment Processing Services,184.22000122070312
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,10.345000267028809
FTNT,Fortinet,Information Technology,Systems Software,106.33999633789062
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,67.87999725341797
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,49.775001525878906
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,46.33000183105469
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,19.975000381469727
FCX,Freeport-McMoRan,Materials,Copper,37.619998931884766
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,192.50999450683594
IT,Gartner,Information Technology,IT Consulting & Other Services,428.57501220703125
GE,GE Aerospace,Industrials,Aerospace & Defense,207.47500610351562
GEHC,GE HealthCare,Health Care,Health Care Equipment,69.77999877929688
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,402.54998779296875
GEN,Gen Digital,Information Technology,Systems Software,25.915000915527344
GNRC,Generac,Industrials,Electrical Components & Equipment,115.69000244140625
GD,General Dynamics,Industrials,Aerospace & Defense,270.7900085449219
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,55.310001373291016
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,45.439998626708984
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,119.37000274658203
GILD,Gilead Sciences,Health Care,Biotechnology,103.12999725341797
GPN,Global Payments,Financials,Transaction & Payment Processing Services,78.33000183105469
GL,Globe Life,Financials,Life & Health Insurance,121.33999633789062
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,175.88999938964844
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,568.1749877929688
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,20.440099716186523
HIG,Hartford (The),Financials,Property & Casualty Insurance,124.80000305175781
HAS,Hasbro,Consumer Discretionary,Leisure Products,62.0099983215332
HCA,HCA Healthcare,Health Care,Health Care Facilities,347.4200134277344
DOC,Healthpeak Properties,Real Estate,Health Care REITs,17.774999618530273
HSIC,Henry Schein,Health Care,Health Care Distributors,65.23500061035156
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,162.6300048828125
HES,Hess Corporation,Energy,Integrated Oil & Gas,132.6300048828125
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",16.934999465942383
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",239.26499938964844
HOLX,Hologic,Health Care,Health Care Equipment,52.86000061035156
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,363.70001220703125
HON,Honeywell,Industrials,Industrial Conglomerates,213.97999572753906
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,29.31999969482422
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,14.765000343322754
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,153.1199951171875
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",25.979999542236328
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,353.510009765625
HUM,Humana,Health Care,Managed Health Care,257.75
HBAN,Huntington Bancshares,Financials,Regional Banks,15.055000305175781
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,227.0500030517578
IBM,IBM,Information Technology,IT Consulting & Other Services,245.41299438476562
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,180.74000549316406
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,472.1600036621094
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,242.27999877929688
INCY,Incyte,Health Care,Biotechnology,62.029998779296875
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,76.875
PODD,Insulet Corporation,Health Care,Health Care Equipment,256.1000061035156
INTC,Intel,Information Technology,Semiconductors,20.68549919128418
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,173.85000610351562
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,78.87999725341797
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,45.57500076293945
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,25.364999771118164
INTU,Intuit,Information Technology,Application Software,633.0599975585938
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,527.8699951171875
IVZ,Invesco,Financials,Asset Management & Custody Banks,14.494999885559082
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,35.31999969482422
IQV,IQVIA,Health Care,Life Sciences Tools & Services,153.60499572753906
IRM,Iron Mountain,Real Estate,Other Specialized REITs,96.66999816894531
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,133.31500244140625
JBL,Jabil,Information Technology,Electronic Manufacturing Services,151.9149932861328
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,175.2429962158203
J,Jacobs Solutions,Industrials,Construction & Engineering,126.25499725341797
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,155.3300018310547
JCI,Johnson Controls,Industrials,Building Products,89.12999725341797
JPM,JPMorgan Chase,Financials,Diversified Banks,253.22999572753906
JNPR,Juniper Networks,Information Technology,Communications Equipment,36.689998626708984
K,Kellanova,Consumer Staples,Packaged Foods & Meats,82.66999816894531
KVUE,Kenvue,Consumer Staples,Personal Care Products,23.809999465942383
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,34.505001068115234
KEY,KeyCorp,Financials,Regional Banks,15.419899940490723
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,148.74000549316406
KMB,Kimberly-Clark,Consumer Staples,Household Products,129.49000549316406
KIM,Kimco Realty,Real Estate,Retail REITs,21.040000915527344
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,26.774999618530273
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,117.21499633789062
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,707.8400268554688
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,28.604999542236328
KR,Kroger,Consumer Staples,Food Retail,71.56500244140625
LHX,L3Harris,Industrials,Aerospace & Defense,215.5800018310547
LH,Labcorp,Health Care,Health Care Services,245.8000030517578
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,75.38999938964844
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,52.02000045776367
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,37.869998931884766
LDOS,Leidos,Industrials,Diversified Support Services,147.07000732421875
LEN,Lennar,Consumer Discretionary,Homebuilding,109.95500183105469
LII,Lennox International,Industrials,Building Products,565.1599731445312
LLY,Lilly (Eli),Health Care,Pharmaceuticals,826.102783203125
LIN,Linde plc,Materials,Industrial Gases,454.6700134277344
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,134.13999938964844
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,38.75
LMT,Lockheed Martin,Industrials,Aerospace & Defense,470.9949951171875
L,Loews Corporation,Financials,Multi-line Insurance,87.80999755859375
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,225.82000732421875
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",275.04998779296875
LYB,LyondellBasell,Materials,Specialty Chemicals,58.8120002746582
MTB,M&T Bank,Financials,Regional Banks,175.14500427246094
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,139.50999450683594
