Ticker,ShortName,Sector,Industry,Price
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",19.489999771118164
CARR,Carrier Global,Industrials,Building Products,71.51000213623047
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,322.5
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,225.61000061035156
CBRE,CBRE Group,Real Estate,Real Estate Services,126.5999984741211
CDW,CDW Corporation,Information Technology,Technology Distributors,167.09500122070312
COR,Cencora,Health Care,Health Care Distributors,291.4849853515625
CNC,Centene Corporation,Health Care,Managed Health Care,59.625
CNP,CenterPoint Energy,Utilities,Multi-Utilities,38.779998779296875
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,79.9800033569336
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,120.47000122070312
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,83.29000091552734
CHTR,Charter Communications,Communication Services,Cable & Satellite,384.625
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,139.13499450683594
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,51.630001068115234
CB,Chubb Limited,Financials,Property & Casualty Insurance,286.7850036621094
CHD,Church & Dwight,Consumer Staples,Household Products,92.7699966430664
CI,Cigna,Health Care,Health Care Services,333.9700012207031
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,142.67999267578125
CTAS,Cintas,Industrials,Diversified Support Services,212.19000244140625
CSCO,Cisco,Information Technology,Communications Equipment,59.224998474121094
C,Citigroup,Financials,Diversified Banks,70.62999725341797
CFG,Citizens Financial Group,Financials,Regional Banks,38.45500183105469
CLX,Clorox,Consumer Staples,Household Products,138.6999969482422
CME,CME Group,Financials,Financial Exchanges & Data,281.1000061035156
CMS,CMS Energy,Utilities,Multi-Utilities,72.66000366210938
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,71.48999786376953
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,76.7750015258789
CL,Colgate-Palmolive,Consumer Staples,Household Products,90.2300033569336
CMCSA,Comcast,Communication Services,Cable & Satellite,34.42499923706055
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,23.7549991607666
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,91.4000015258789
ED,Consolidated Edison,Utilities,Multi-Utilities,110.06500244140625
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,186.0
CEG,Constellation Energy,Utilities,Electric Utilities,249.02999877929688
COO,Cooper Companies (The),Health Care,Health Care Supplies,81.91999816894531
CPRT,Copart,Industrials,Diversified Support Services,61.685001373291016
GLW,Corning Inc.,Information Technology,Electronic Components,45.67499923706055
CPAY,Corpay,Financials,Transaction & Payment Processing Services,328.5899963378906
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,62.21500015258789
CSGP,CoStar Group,Real Estate,Real Estate Services,77.75
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,1010.47998046875
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,25.415000915527344
CRWD,CrowdStrike,Information Technology,Systems Software,442.7300109863281
CCI,Crown Castle,Real Estate,Telecom Tower REITs,106.25
CSX,CSX Corporation,Industrials,Rail Transportation,28.614999771118164
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,303.55999755859375
CVS,CVS Health,Health Care,Health Care Services,67.87999725341797
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,199.2100067138672
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,203.22000122070312
DVA,DaVita,Health Care,Health Care Services,140.0
DAY,Dayforce,Industrials,Human Resource & Employment Services,59.90999984741211
DECK,Deckers Brands,Consumer Discretionary,Footwear,116.78500366210938
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,485.9443054199219
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",94.84500122070312
DAL,Delta Air Lines,Industrials,Passenger Airlines,44.38999938964844
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,31.540000915527344
DXCM,Dexcom,Health Care,Health Care Equipment,81.2052001953125
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,135.6699981689453
DLR,Digital Realty,Real Estate,Data Center REITs,164.7449951171875
DFS,Discover Financial,Financials,Consumer Finance,189.75
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,90.59500122070312
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,84.38999938964844
D,Dominion Energy,Utilities,Multi-Utilities,54.689998626708984
DPZ,Domino's,Consumer Discretionary,Restaurants,481.82501220703125
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,203.3800048828125
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,173.69000244140625
DOW,Dow Inc.,Materials,Commodity Chemicals,30.600000381469727
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,126.94999694824219
DTE,DTE Energy,Utilities,Multi-Utilities,135.77999877929688
DUK,Duke Energy,Utilities,Electric Utilities,120.94999694824219
DD,DuPont,Materials,Specialty Chemicals,67.5199966430664
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,77.78250122070312
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,299.1300048828125
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,67.96499633789062
ECL,Ecolab,Materials,Specialty Chemicals,257.0199890136719
EIX,Edison International,Utilities,Electric Utilities,55.52000045776367
EW,Edwards Lifesciences,Health Care,Health Care Equipment,75.87999725341797
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,150.00999450683594
ELV,Elevance Health,Health Care,Managed Health Care,410.0
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,108.98999786376953
ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,45.689998626708984
ETR,Entergy,Utilities,Electric Utilities,84.08999633789062
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,110.41999816894531
